Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,134071,979
Aaron_Sorkin_,0,1
Abdel_Nasser_Assidi_,108924,264
Abdoulaye_Wade_,114932,386
Abdullah_,125599,700
Abdullah_Gul_,74761,107
Abdullah_al-Attiyah_,130453,850
Abdullatif_Sener_,138399,1117
Abel_Pacheco_,145521,1313
Abid_Hamid_Mahmud_Al-Tikriti_,101581,198
Adam_Sandler_,114226,373
Adam_Scott_,0,2
Adel_Al-Jubeir_,120726,537
Adolfo_Aguilar_Zinser_,136963,1076
Adolfo_Rodriguez_Saa_,101671,199
Adrian_McPherson_,87337.7,126
Adrian_Nastase_,136203,1049
Adrien_Brody_,127477,757
Ahmad_Masood_,112202,325
Ahmed_Chalabi_,136774,1066
Ahmet_Necdet_Sezer_,139755,1151
Ai_Sugiyama_,132091,907
Aicha_El_Ouafi_,135508,1030
Aitor_Gonzalez_,145063,1299
Akbar_Hashemi_Rafsanjani_,101320,196
Akhmed_Zakayev_,104172,215
Al_Davis_,137098,1080
Al_Gore_,174871,1646
Al_Pacino_,120735,538
Al_Sharpton_,112712,333
Alan_Ball_,150923,1421
Alan_Greenspan_,132739,921
Alan_Mulally_,167889,1623
Alastair_Campbell_,123852,643
Albert_Costa_,134390,997
Alberto_Fujimori_,139501,1144
Albrecht_Mentz_,99499,182
Aldo_Paredes_,150152,1407
Alec_Baldwin_,94147.7,147
Alejandro_Atchugarry_,111411,312
Alejandro_Avila_,106892,245
Alejandro_Toledo_,137452,1090
Aleksander_Kwasniewski_,160551,1556
Alex_Barros_,125523,697
Alex_Penelas_,142488,1219
Alex_Sink_,0,3
Alexander_Downer_,110479,293
Alexander_Losyukov_,132839,925
Alexander_Rumyantsev_,146417,1333
Alexandra_Stevenson_,130706,862
Alexandra_Vodjanikova_,96078,154
Ali_Abbas_,143971,1269
Ali_Khamenei_,134678,1004
Ali_Naimi_,116705,430
Alice_Fisher_,126321,728
Alicia_Silverstone_,0,4
Alimzhan_Tokhtakhounov_,114295,375
Alison_Lohman_,116403,422
Allen_Iverson_,122905,605
Allison_Janney_,104692,224
Allyson_Felix_,133839,970
Alvaro_Noboa_,123490,631
Alvaro_Silva_Calderon_,115572,401
Alvaro_Uribe_,130691,861
Amanda_Beard_,0,5
Amanda_Bynes_,169519,1629
Amanda_Coetzer_,137785,1104
Amber_Tamblyn_,141035,1184
Amelia_Vega_,127860,776
Amelie_Mauresmo_,159941,1547
Amer_al-Saadi_,141920,1207
Amram_Mitzna_,92023,136
Ana_Guevara_,133651,963
Ana_Palacio_,119149,494
Anastasia_Myskina_,148255,1372
Anders_Ebbeson_,138996,1133
Anders_Fogh_Rasmussen_,114431,377
Andre_Agassi_,130633,857
Andrei_Mikhnevich_,140962,1183
Andrew_Bunner_,130633,856
Andrew_Cuomo_,121514,565
Andrew_Niccol_,149328,1392
Andrew_Weissmann_,112566,329
Andy_Hebb_,127199,748
Andy_Roddick_,149069,1388
Angela_Bassett_,120851,542
Angela_Lansbury_,150228,1409
Angela_Merkel_,180337,1659
Angelina_Jolie_,139483,1143
Angelo_Reyes_,137126,1083
Anibal_Ibarra_,153577,1461
Ann_Veneman_,127953,781
