Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1030,75
Aaron_Sorkin_,3120,1248
Abdel_Nasser_Assidi_,2861,1073
Abdoulaye_Wade_,2834,1053
Abdullah_,4089,1617
Abdullah_Gul_,2552,864
Abdullah_al-Attiyah_,3219,1313
Abdullatif_Sener_,2798,1030
Abel_Pacheco_,2320,691
Abid_Hamid_Mahmud_Al-Tikriti_,3915,1576
Adam_Sandler_,1939,462
Adam_Scott_,2943,1123
Adel_Al-Jubeir_,2918,1108
Adolfo_Aguilar_Zinser_,3454,1424
Adolfo_Rodriguez_Saa_,1705,324
Adrian_McPherson_,1881,428
Adrian_Nastase_,3057,1201
Adrien_Brody_,3277,1351
Ahmad_Masood_,3541,1458
Ahmed_Chalabi_,3128,1260
Ahmet_Necdet_Sezer_,1681,311
Ai_Sugiyama_,3329,1366
Aicha_El_Ouafi_,2472,805
Aitor_Gonzalez_,3670,1499
Akbar_Hashemi_Rafsanjani_,1733,345
Akhmed_Zakayev_,2198,615
Al_Davis_,2030,516
Al_Gore_,2921,1110
Al_Pacino_,2298,681
Al_Sharpton_,4258,1647
Alan_Ball_,1822,384
Alan_Greenspan_,3350,1378
Alan_Mulally_,2040,527
Alastair_Campbell_,1720,336
Albert_Costa_,3372,1386
Alberto_Fujimori_,3194,1296
Alberto_Ruiz_Gallardon_,1622,277
Albrecht_Mentz_,2494,825
Aldo_Paredes_,3859,1561
Alec_Baldwin_,3767,1529
Alejandro_Atchugarry_,3843,1559
Alejandro_Avila_,1905,441
Alejandro_Toledo_,2874,1082
Aleksander_Kwasniewski_,1716,332
Alex_Barros_,2082,554
Alex_Penelas_,2054,534
Alex_Sink_,2545,859
Alexander_Downer_,1260,127
Alexander_Losyukov_,1933,458
Alexander_Rumyantsev_,2310,687
Alexandra_Stevenson_,793,32
Alexandra_Vodjanikova_,4665,1678
Ali_Abbas_,1266,132
Ali_Khamenei_,2954,1129
Ali_Naimi_,1009,69
Alice_Fisher_,3771,1531
Alicia_Silverstone_,2167,593
Alimzhan_Tokhtakhounov_,1517,220
Alison_Lohman_,2242,642
Allen_Iverson_,2955,1131
Allison_Janney_,3623,1491
Allyson_Felix_,4342,1660
Alvaro_Noboa_,2630,911
Alvaro_Silva_Calderon_,3333,1368
Alvaro_Uribe_,3121,1249
Amanda_Beard_,1290,140
Amanda_Bynes_,3025,1186
Amanda_Coetzer_,4220,1638
Amber_Tamblyn_,1267,133
Amelia_Vega_,2721,982
Amelie_Mauresmo_,1738,348
Amer_al-Saadi_,1739,350
Amram_Mitzna_,1198,111
Ana_Guevara_,3169,1280
Ana_Palacio_,1126,93
Anastasia_Myskina_,3931,1584
Anders_Ebbeson_,2117,570
Anders_Fogh_Rasmussen_,3991,1597
Andre_Agassi_,1342,166
Andrei_Mikhnevich_,2659,940
Andrew_Bunner_,3015,1179
Andrew_Cuomo_,640,9
Andrew_Weissmann_,2466,801
Andy_Hebb_,1250,119
Andy_Roddick_,2801,1032
Angela_Bassett_,3518,1454
Angela_Lansbury_,2673,951
Angela_Merkel_,3194,1297
Angelina_Jolie_,1991,496
Angelo_Reyes_,2052,533
Anibal_Ibarra_,1336,163
