Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,746,23
Aaron_Sorkin_,909,44
Abdel_Nasser_Assidi_,2827,1059
Abdoulaye_Wade_,2553,864
Abdullah_,3811,1576
Abdullah_Gul_,3669,1531
Abdullah_al-Attiyah_,3653,1523
Abdullatif_Sener_,2777,1016
Abel_Pacheco_,3161,1278
Abid_Hamid_Mahmud_Al-Tikriti_,3718,1549
Adam_Sandler_,2821,1056
Adam_Scott_,2331,698
Adel_Al-Jubeir_,2479,811
Adolfo_Aguilar_Zinser_,3565,1494
Adolfo_Rodriguez_Saa_,2370,730
Adrian_McPherson_,1894,410
Adrian_Nastase_,2184,605
Adrien_Brody_,3197,1305
Ahmad_Masood_,4390,1657
Ahmed_Chalabi_,1864,393
Ahmet_Necdet_Sezer_,1714,313
Ai_Sugiyama_,3054,1211
Aicha_El_Ouafi_,1737,331
Aitor_Gonzalez_,3759,1566
Akbar_Hashemi_Rafsanjani_,1937,439
Akhmed_Zakayev_,2321,691
Al_Davis_,1504,208
Al_Gore_,2223,629
Al_Pacino_,2552,863
Al_Sharpton_,2051,515
Alan_Ball_,917,46
Alan_Greenspan_,3005,1181
Alan_Mulally_,2159,588
Alastair_Campbell_,1356,147
Albert_Costa_,3358,1394
Alberto_Fujimori_,1885,402
Alberto_Ruiz_Gallardon_,2471,803
Albrecht_Mentz_,3020,1193
Aldo_Paredes_,2474,806
Alec_Baldwin_,3164,1280
Alejandro_Atchugarry_,3544,1483
Alejandro_Avila_,2734,983
Alejandro_Toledo_,2573,874
Aleksander_Kwasniewski_,1697,298
Alex_Barros_,2402,759
Alex_Penelas_,1551,226
Alex_Sink_,2742,991
Alexander_Downer_,2382,740
Alexander_Losyukov_,2676,939
Alexander_Rumyantsev_,2670,935
Alexandra_Stevenson_,3574,1498
Alexandra_Vodjanikova_,3599,1506
Ali_Abbas_,1061,70
Ali_Khamenei_,2172,597
Ali_Naimi_,763,24
Alice_Fisher_,3138,1265
Alicia_Silverstone_,1460,189
Alimzhan_Tokhtakhounov_,2644,918
Alison_Lohman_,2888,1098
Allen_Iverson_,3852,1585
Allison_Janney_,2013,488
Allyson_Felix_,4254,1647
Alvaro_Noboa_,2653,922
Alvaro_Silva_Calderon_,3715,1546
Alvaro_Uribe_,2404,760
Amanda_Beard_,781,25
Amanda_Bynes_,1319,135
Amanda_Coetzer_,4067,1629
Amber_Tamblyn_,2172,598
Amelia_Vega_,2764,998
Amelie_Mauresmo_,3171,1287
Amer_al-Saadi_,1728,323
Amram_Mitzna_,1701,303
Ana_Guevara_,2350,711
Ana_Palacio_,2502,831
Anastasia_Myskina_,2824,1058
Anders_Ebbeson_,3364,1398
Anders_Fogh_Rasmussen_,4483,1666
Andre_Agassi_,2061,523
Andrei_Mikhnevich_,2745,992
Andrew_Bunner_,2098,552
Andrew_Cuomo_,1767,343
Andrew_Niccol_,1097,79
Andrew_Weissmann_,3663,1527
Andy_Hebb_,660,13
Andy_Roddick_,3504,1464
Angela_Bassett_,3336,1380
Angela_Lansbury_,3298,1360
Angela_Merkel_,1637,273
Angelina_Jolie_,1527,217
Angelo_Reyes_,2366,728
Anibal_Ibarra_,1444,185
