Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,125110,1008
Aaron_Sorkin_,127763,1080
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,144333,1468
Abdullah_,0,2
Abdullah_Gul_,111036,684
Abdullah_al-Attiyah_,149531,1523
Abdullatif_Sener_,108262,630
Abel_Pacheco_,119525,863
Abid_Hamid_Mahmud_Al-Tikriti_,125292,1013
Adam_Sandler_,0,3
Adam_Scott_,127467,1072
Adel_Al-Jubeir_,148126,1508
Adolfo_Aguilar_Zinser_,0,4
Adolfo_Rodriguez_Saa_,101155,544
Adrian_McPherson_,0,5
Adrian_Nastase_,170439,1661
Adrien_Brody_,129216,1115
Ahmad_Masood_,133086,1233
Ahmed_Chalabi_,0,6
Ahmet_Necdet_Sezer_,107064,612
Ai_Sugiyama_,98818,509
Aicha_El_Ouafi_,0,7
Aitor_Gonzalez_,122595,946
Akbar_Hashemi_Rafsanjani_,158418,1601
Akhmed_Zakayev_,151272,1543
Al_Davis_,0,8
Al_Gore_,124445,989
Al_Pacino_,143473,1457
Al_Sharpton_,126558,1044
Alan_Ball_,112955,721
Alan_Greenspan_,115428,781
Alan_Mulally_,175206,1671
Alastair_Campbell_,131651,1194
Albert_Costa_,128212,1090
Alberto_Fujimori_,105823,594
Alberto_Ruiz_Gallardon_,114425,759
Albrecht_Mentz_,0,9
Aldo_Paredes_,0,10
Alec_Baldwin_,156609,1586
Alejandro_Atchugarry_,93938,455
Alejandro_Avila_,0,11
Alejandro_Toledo_,161068,1626
Aleksander_Kwasniewski_,134707,1275
Alex_Barros_,120054,876
Alex_Penelas_,0,12
Alex_Sink_,89589,422
Alexander_Downer_,120317,884
Alexander_Losyukov_,120147,878
Alexander_Rumyantsev_,91647,441
Alexandra_Stevenson_,105555,593
Alexandra_Vodjanikova_,61800,349
Ali_Abbas_,126370,1038
Ali_Khamenei_,0,13
Ali_Naimi_,80144,378
Alice_Fisher_,0,14
Alicia_Silverstone_,0,15
Alimzhan_Tokhtakhounov_,112781,715
Alison_Lohman_,118286,832
Allen_Iverson_,0,16
Allison_Janney_,108072,629
Allyson_Felix_,143336,1454
Alvaro_Noboa_,100424,536
Alvaro_Silva_Calderon_,86257,405
Alvaro_Uribe_,66659,352
Amanda_Beard_,135227,1294
Amanda_Bynes_,123967,982
Amanda_Coetzer_,145124,1478
Amber_Tamblyn_,121644,917
Amelia_Vega_,158472,1602
Amelie_Mauresmo_,159211,1609
Amer_al-Saadi_,145131,1479
Amram_Mitzna_,0,17
Ana_Guevara_,82361,384
Ana_Palacio_,132650,1224
Anastasia_Myskina_,85808,403
Anders_Ebbeson_,0,18
Anders_Fogh_Rasmussen_,134342,1267
Andre_Agassi_,116002,785
Andrei_Mikhnevich_,125925,1027
Andrew_Bunner_,133602,1248
Andrew_Cuomo_,98606,506
Andrew_Niccol_,89726,427
Andrew_Weissmann_,97376,492
Andy_Hebb_,109532,657
Andy_Roddick_,135343,1300
Angela_Bassett_,114965,773
Angela_Lansbury_,108721,645
Angela_Merkel_,141424,1419
Angelina_Jolie_,132387,1216
Angelo_Reyes_,118058,824
Anibal_Ibarra_,130544,1154
