Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,335,815
Aaron_Sorkin_,1,1
Abdel_Nasser_Assidi_,2,4
Abdoulaye_Wade_,884,1492
Abdullah_,236,609
Abdullah_Gul_,892,1498
Abdullah_al-Attiyah_,326,796
Abdullatif_Sener_,3,7
Abel_Pacheco_,162,452
Abid_Hamid_Mahmud_Al-Tikriti_,553,1163
Adam_Sandler_,513,1108
Adam_Scott_,470,1036
Adel_Al-Jubeir_,886,1495
Adolfo_Aguilar_Zinser_,1108,1623
Adolfo_Rodriguez_Saa_,885,1493
Adrian_McPherson_,133,378
Adrian_Nastase_,1013,1582
Adrien_Brody_,400,933
Ahmad_Masood_,986,1561
Ahmed_Chalabi_,407,941
Ahmet_Necdet_Sezer_,136,386
Ai_Sugiyama_,965,1544
Aicha_El_Ouafi_,58,168
Aitor_Gonzalez_,483,1060
Akbar_Hashemi_Rafsanjani_,259,659
Akhmed_Zakayev_,697,1334
Al_Davis_,1025,1585
Al_Gore_,119,340
Al_Pacino_,319,784
Al_Sharpton_,318,781
Alan_Ball_,422,963
Alan_Greenspan_,1227,1652
Alan_Mulally_,615,1237
Alastair_Campbell_,665,1300
Albert_Costa_,408,942
Alberto_Fujimori_,418,955
Alberto_Ruiz_Gallardon_,215,570
Albrecht_Mentz_,4,10
Aldo_Paredes_,269,679
Alec_Baldwin_,240,619
Alejandro_Atchugarry_,644,1267
Alejandro_Avila_,314,776
Alejandro_Toledo_,1184,1639
Aleksander_Kwasniewski_,38,110
Alex_Barros_,373,881
Alex_Penelas_,311,769
Alex_Sink_,303,753
Alexander_Downer_,5,13
Alexander_Losyukov_,455,1018
Alexander_Rumyantsev_,6,16
Alexandra_Stevenson_,433,981
Alexandra_Vodjanikova_,976,1550
Ali_Abbas_,301,747
Ali_Khamenei_,603,1222
Ali_Naimi_,151,424
Alice_Fisher_,1101,1617
Alicia_Silverstone_,434,982
Alimzhan_Tokhtakhounov_,189,515
Alison_Lohman_,490,1072
Allen_Iverson_,548,1156
Allison_Janney_,247,637
Allyson_Felix_,307,760
Alvaro_Noboa_,7,19
Alvaro_Silva_Calderon_,832,1451
Alvaro_Uribe_,196,533
Amanda_Beard_,8,22
Amanda_Bynes_,57,165
Amanda_Coetzer_,727,1362
Amber_Tamblyn_,176,486
Amelia_Vega_,277,696
Amelie_Mauresmo_,159,443
Amer_al-Saadi_,271,684
Amram_Mitzna_,167,463
Ana_Guevara_,288,718
Ana_Palacio_,227,593
Anastasia_Myskina_,9,25
Anders_Ebbeson_,1486,1674
Anders_Fogh_Rasmussen_,1587,1678
Andre_Agassi_,440,994
Andrei_Mikhnevich_,187,511
Andrew_Bunner_,217,572
Andrew_Cuomo_,144,407
Andrew_Niccol_,33,96
Andrew_Weissmann_,200,539
Andy_Hebb_,10,28
Andy_Roddick_,358,855
Angela_Bassett_,1204,1645
Angela_Lansbury_,23,67
Angela_Merkel_,44,128
Angelina_Jolie_,820,1439
Angelo_Reyes_,153,428
Anibal_Ibarra_,715,1352
Ann_Veneman_,143,404
Anna_Kournikova_,1255,1657
Anna_Nicole_Smith_,494,1077
Anne_Krueger_,524,1125
Anne_McLellan_,167,464
