Name,Scores,Corelation Ranks
,,,
,,,
Aaron_Peirsol_,0.596655,76
Aaron_Sorkin_,0.928756,784
Abdel_Nasser_Assidi_,0.966565,914
Abdoulaye_Wade_,0.965373,909
Abdullah_,1.0912,1323
Abdullah_Gul_,1.18629,1519
Abdullah_al-Attiyah_,0.852316,526
Abdullatif_Sener_,0.671286,171
Abel_Pacheco_,0.65927,149
Abid_Hamid_Mahmud_Al-Tikriti_,1.12793,1405
Adam_Sandler_,0.60704,87
Adam_Scott_,0.81491,433
Adel_Al-Jubeir_,1.09848,1343
Adolfo_Aguilar_Zinser_,0.935978,814
Adolfo_Rodriguez_Saa_,1.36599,1666
Adrian_McPherson_,0.90119,704
Adrian_Nastase_,1.00801,1070
Adrien_Brody_,1.12565,1397
Ahmad_Masood_,1.08555,1311
Ahmed_Chalabi_,0.875926,616
Ahmet_Necdet_Sezer_,0.793306,387
Ai_Sugiyama_,1.17078,1493
Aicha_El_Ouafi_,1.02644,1138
Aitor_Gonzalez_,0.923776,774
Akbar_Hashemi_Rafsanjani_,0.970695,931
Akhmed_Zakayev_,0.878402,626
Al_Davis_,0.793989,390
Al_Gore_,0.782873,366
Al_Pacino_,0.733607,271
Al_Sharpton_,1.16461,1478
Alan_Ball_,0.84192,498
Alan_Greenspan_,1.19801,1540
Alan_Mulally_,0.981189,976
Alastair_Campbell_,0.573924,63
Albert_Costa_,0.563112,56
Alberto_Fujimori_,1.02938,1145
Alberto_Ruiz_Gallardon_,1.13351,1416
Albrecht_Mentz_,0.532374,45
Aldo_Paredes_,0.933487,805
Alec_Baldwin_,0.511322,34
Alejandro_Atchugarry_,0.907873,726
Alejandro_Avila_,0.848875,510
Alejandro_Toledo_,1.12529,1395
Aleksander_Kwasniewski_,0.736232,280
Alex_Barros_,0.899475,699
Alex_Penelas_,0.934622,810
Alex_Sink_,0.953177,870
Alexander_Downer_,0.914195,747
Alexander_Losyukov_,1.18769,1524
Alexander_Rumyantsev_,1.00372,1057
Alexandra_Stevenson_,0.876381,620
Alexandra_Vodjanikova_,1.079,1293
Ali_Abbas_,0.847744,506
Ali_Khamenei_,0.83183,473
Ali_Naimi_,1.0238,1129
Alice_Fisher_,0.898794,696
Alicia_Silverstone_,0.861875,561
Alimzhan_Tokhtakhounov_,0.958194,887
Alison_Lohman_,1.04964,1202
Allen_Iverson_,0.716932,239
Allison_Janney_,0.951545,863
Allyson_Felix_,0.987851,997
Alvaro_Noboa_,1.00109,1048
Alvaro_Silva_Calderon_,0.989867,1007
Alvaro_Uribe_,0.823842,452
Amanda_Beard_,0.553009,52
Amanda_Bynes_,1.0617,1232
Amanda_Coetzer_,0.889265,652
Amber_Tamblyn_,0.948894,854
Amelia_Vega_,1.10754,1365
Amelie_Mauresmo_,0.895995,680
Amer_al-Saadi_,0.910372,733
Amram_Mitzna_,0.697631,222
Ana_Guevara_,1.00595,1065
Ana_Palacio_,0.794856,392
Anastasia_Myskina_,0.999814,1041
Anders_Ebbeson_,1.40689,1675
Anders_Fogh_Rasmussen_,1.08112,1298
Andre_Agassi_,0.596281,75
Andrei_Mikhnevich_,0.584452,67
Andrew_Bunner_,0.686698,192
