Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,72860.9,162
Aaron_Sorkin_,125084,1091
Abdel_Nasser_Assidi_,0,1
Abdoulaye_Wade_,94773,418
Abdullah_,127322,1148
Abdullah_Gul_,132029,1250
Abdullah_al-Attiyah_,153420,1569
Abdullatif_Sener_,151014,1544
Abel_Pacheco_,116173,875
Abid_Hamid_Mahmud_Al-Tikriti_,121074,988
Adam_Sandler_,145813,1491
Adam_Scott_,0,2
Adel_Al-Jubeir_,96695,453
Adolfo_Aguilar_Zinser_,125373,1097
Adolfo_Rodriguez_Saa_,172724,1652
Adrian_McPherson_,138199,1369
Adrian_Nastase_,75294,181
Adrien_Brody_,124141,1063
Ahmad_Masood_,153880,1571
Ahmed_Chalabi_,136577,1341
Ahmet_Necdet_Sezer_,122051,1013
Ai_Sugiyama_,91965,384
Aicha_El_Ouafi_,118267,929
Aitor_Gonzalez_,0,3
Akbar_Hashemi_Rafsanjani_,104534,620
Akhmed_Zakayev_,89326,338
Al_Davis_,112758,797
Al_Gore_,63757,119
Al_Pacino_,120518,982
Al_Sharpton_,93965,411
Alan_Ball_,84459.5,276
Alan_Greenspan_,143644,1456
Alan_Mulally_,70649,149
Alastair_Campbell_,99428.5,509
Albert_Costa_,167716,1636
Alberto_Fujimori_,82063,244
Alberto_Ruiz_Gallardon_,137041,1354
Albrecht_Mentz_,0,4
Aldo_Paredes_,117168,900
Alec_Baldwin_,148462,1518
Alejandro_Atchugarry_,102669,579
Alejandro_Avila_,117475,910
Alejandro_Toledo_,106847,661
Aleksander_Kwasniewski_,107328,669
Alex_Barros_,113797,821
Alex_Penelas_,125628,1104
Alex_Sink_,149009,1526
Alexander_Downer_,137851,1364
Alexander_Losyukov_,93740,407
Alexander_Rumyantsev_,0,5
Alexandra_Stevenson_,118952,948
Alexandra_Vodjanikova_,132571,1258
Ali_Abbas_,119181,956
Ali_Khamenei_,91410,372
Ali_Naimi_,78102,209
Alice_Fisher_,119295,959
Alicia_Silverstone_,121136,989
Alimzhan_Tokhtakhounov_,96686,452
Alison_Lohman_,125463,1100
Allen_Iverson_,107014,663
Allison_Janney_,113534,812
Allyson_Felix_,134045,1294
Alvaro_Noboa_,140083,1396
Alvaro_Silva_Calderon_,93565,403
Alvaro_Uribe_,76254.5,194
Amanda_Beard_,82366,249
Amanda_Bynes_,126877,1136
Amanda_Coetzer_,97653,471
Amber_Tamblyn_,79907,228
Amelia_Vega_,137881,1367
Amelie_Mauresmo_,133332,1283
Amer_al-Saadi_,147479,1507
Amram_Mitzna_,84382.3,273
Ana_Guevara_,124683,1078
Ana_Palacio_,95022,426
Anastasia_Myskina_,149297,1529
Anders_Ebbeson_,130253,1218
Anders_Fogh_Rasmussen_,140254,1404
Andre_Agassi_,70329.3,147
Andrei_Mikhnevich_,110698,756
Andrew_Bunner_,114657,839
Andrew_Cuomo_,104943,628
Andrew_Niccol_,113523,810
Andrew_Weissmann_,81334.5,236
Andy_Hebb_,110691,754
Andy_Roddick_,155695,1581
Angela_Bassett_,144838,1476
Angela_Lansbury_,114703,841
Angela_Merkel_,129011,1190
Angelina_Jolie_,61149.8,103
Angelo_Reyes_,167477,1634
