Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,2577,866
Aaron_Sorkin_,3267,1327
Abdel_Nasser_Assidi_,2319,689
Abdoulaye_Wade_,3370,1374
Abdullah_,2478,793
Abdullah_Gul_,3104,1237
Abdullah_al-Attiyah_,3587,1473
Abdullatif_Sener_,921,62
Abel_Pacheco_,3956,1582
Abid_Hamid_Mahmud_Al-Tikriti_,3627,1489
Adam_Sandler_,2248,649
Adam_Scott_,2939,1118
Adel_Al-Jubeir_,3371,1376
Adolfo_Aguilar_Zinser_,2616,899
Adolfo_Rodriguez_Saa_,3595,1476
Adrian_McPherson_,2949,1125
Adrian_Nastase_,2577,867
Adrien_Brody_,3114,1247
Ahmad_Masood_,2601,886
Ahmed_Chalabi_,2551,845
Ahmet_Necdet_Sezer_,2197,612
Ai_Sugiyama_,2865,1067
Aicha_El_Ouafi_,2838,1054
Aitor_Gonzalez_,3826,1543
Akbar_Hashemi_Rafsanjani_,1369,185
Akhmed_Zakayev_,2355,710
Al_Davis_,3198,1286
Al_Gore_,3564,1463
Al_Pacino_,1994,495
Al_Sharpton_,2372,723
Alan_Ball_,2198,613
Alan_Greenspan_,2737,975
Alan_Mulally_,1762,368
Alastair_Campbell_,1909,443
Albert_Costa_,3092,1228
Alberto_Fujimori_,1123,111
Alberto_Ruiz_Gallardon_,1564,279
Albrecht_Mentz_,2338,697
Aldo_Paredes_,2575,863
Alec_Baldwin_,1963,474
Alejandro_Atchugarry_,1704,336
Alejandro_Avila_,4539,1669
Alejandro_Toledo_,1608,299
Aleksander_Kwasniewski_,3833,1548
Alex_Barros_,2390,736
Alex_Penelas_,530,17
Alex_Sink_,1726,351
Alexander_Downer_,986,75
Alexander_Losyukov_,2418,750
Alexander_Rumyantsev_,827,49
Alexandra_Stevenson_,3769,1533
Alexandra_Vodjanikova_,3616,1486
Ali_Abbas_,1432,214
Ali_Khamenei_,4106,1613
Ali_Naimi_,1248,139
Alice_Fisher_,3331,1350
Alicia_Silverstone_,3964,1587
Alimzhan_Tokhtakhounov_,2172,590
Alison_Lohman_,557,18
Allen_Iverson_,2370,719
Allison_Janney_,1449,223
Allyson_Felix_,3101,1234
Alvaro_Noboa_,3052,1193
Alvaro_Silva_Calderon_,2829,1046
Alvaro_Uribe_,601,20
Amanda_Beard_,3357,1367
Amanda_Bynes_,1867,417
Amanda_Coetzer_,3563,1462
Amber_Tamblyn_,2509,811
Amelia_Vega_,2880,1079
Amelie_Mauresmo_,1059,97
Amer_al-Saadi_,2915,1104
Amram_Mitzna_,2745,983
Ana_Guevara_,3493,1427
Ana_Palacio_,634,22
Anastasia_Myskina_,4049,1605
Anders_Ebbeson_,3529,1447
Anders_Fogh_Rasmussen_,2358,713
Andre_Agassi_,2587,876
Andrei_Mikhnevich_,1892,434
Andrew_Bunner_,1328,171
Andrew_Cuomo_,2132,571
Andrew_Niccol_,3601,1480
Andrew_Weissmann_,3387,1385
Andy_Hebb_,2715,963
Andy_Roddick_,3415,1399
Angela_Bassett_,3569,1467
Angela_Lansbury_,3370,1375
Angela_Merkel_,1759,365
Angelina_Jolie_,866,54
Angelo_Reyes_,3047,1192
