Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,97224.7,216
Aaron_Sorkin_,106649,355
Abdel_Nasser_Assidi_,146426,1413
Abdoulaye_Wade_,120835,722
Abdullah_,210277,1679
Abdullah_Gul_,125183,849
Abdullah_al-Attiyah_,139345,1253
Abdullatif_Sener_,154981,1524
Abel_Pacheco_,130099,987
Abid_Hamid_Mahmud_Al-Tikriti_,110533,431
Adam_Sandler_,109012,403
Adam_Scott_,126251,890
Adel_Al-Jubeir_,163587,1593
Adolfo_Aguilar_Zinser_,110536,432
Adolfo_Rodriguez_Saa_,135821,1159
Adrian_McPherson_,141808,1324
Adrian_Nastase_,153548,1504
Adrien_Brody_,145200,1395
Ahmad_Masood_,131698,1041
Ahmed_Chalabi_,109554,416
Ahmet_Necdet_Sezer_,118487,657
Ai_Sugiyama_,103397,304
Aicha_El_Ouafi_,129266,964
Aitor_Gonzalez_,0,1
Akbar_Hashemi_Rafsanjani_,162341,1584
Akhmed_Zakayev_,97543,222
Al_Davis_,185000,1664
Al_Gore_,167450,1613
Al_Pacino_,137896,1222
Al_Sharpton_,111560,456
Alan_Ball_,136308,1177
Alan_Greenspan_,133515,1096
Alan_Mulally_,132895,1072
Alastair_Campbell_,148270,1439
Albert_Costa_,129959,983
Alberto_Fujimori_,93067.8,177
Alberto_Ruiz_Gallardon_,137078,1198
Albrecht_Mentz_,118278,652
Aldo_Paredes_,128311,939
Alec_Baldwin_,133576,1097
Alejandro_Atchugarry_,110933,439
Alejandro_Avila_,165044,1598
Alejandro_Toledo_,110943,440
Aleksander_Kwasniewski_,167425,1612
Alex_Barros_,132698,1066
Alex_Penelas_,139533,1260
Alex_Sink_,0,2
Alexander_Downer_,144008,1379
Alexander_Losyukov_,120603,715
Alexander_Rumyantsev_,131909,1049
Alexandra_Stevenson_,121299,735
Alexandra_Vodjanikova_,135882,1160
Ali_Abbas_,122468,770
Ali_Khamenei_,105283,328
Ali_Naimi_,118701,663
Alice_Fisher_,94470,189
Alicia_Silverstone_,142818,1354
Alimzhan_Tokhtakhounov_,113649,518
Alison_Lohman_,135125,1142
Allen_Iverson_,120179,704
Allison_Janney_,135983,1164
Allyson_Felix_,146266,1410
Alvaro_Noboa_,128270,938
Alvaro_Silva_Calderon_,156137,1534
Alvaro_Uribe_,126810,905
Amanda_Beard_,114085,534
Amanda_Bynes_,114171,535
Amanda_Coetzer_,155426,1528
Amber_Tamblyn_,126124,884
Amelia_Vega_,122999,784
Amelie_Mauresmo_,116827,602
Amer_al-Saadi_,92625,173
Amram_Mitzna_,141344,1310
Ana_Guevara_,171422,1627
Ana_Palacio_,130939,1013
Anastasia_Myskina_,97562,223
Anders_Ebbeson_,103870,312
Anders_Fogh_Rasmussen_,183400,1657
Andre_Agassi_,122104,754
Andrei_Mikhnevich_,138331,1228
Andrew_Bunner_,115519,566
Andrew_Cuomo_,101259,273
Andrew_Niccol_,129841,976
Andrew_Weissmann_,124537,825
Andy_Hebb_,135447,1148
Andy_Roddick_,121864,748
Angela_Bassett_,110365,427
Angela_Lansbury_,0,3
Angela_Merkel_,137636,1214
Angelina_Jolie_,137359,1203
Angelo_Reyes_,150051,1469
