Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,896,42
Aaron_Sorkin_,1831,401
Abdel_Nasser_Assidi_,3460,1432
Abdoulaye_Wade_,3203,1293
Abdullah_,2673,932
Abdullah_Gul_,1345,157
Abdullah_al-Attiyah_,4377,1658
Abdullatif_Sener_,1951,463
Abel_Pacheco_,3258,1324
Abid_Hamid_Mahmud_Al-Tikriti_,4171,1634
Adam_Sandler_,3348,1380
Adam_Scott_,3675,1524
Adel_Al-Jubeir_,2207,628
Adolfo_Aguilar_Zinser_,2403,757
Adolfo_Rodriguez_Saa_,3972,1598
Adrian_McPherson_,3255,1318
Adrian_Nastase_,1821,391
Adrien_Brody_,2507,830
Ahmad_Masood_,3680,1530
Ahmed_Chalabi_,2608,885
Ahmet_Necdet_Sezer_,2772,1004
Ai_Sugiyama_,3495,1442
Aicha_El_Ouafi_,3666,1520
Aitor_Gonzalez_,3325,1366
Akbar_Hashemi_Rafsanjani_,2525,844
Akhmed_Zakayev_,1367,167
Al_Davis_,2785,1014
Al_Gore_,3390,1400
Al_Pacino_,2884,1078
Al_Sharpton_,3647,1511
Alan_Ball_,2180,610
Alan_Greenspan_,4142,1631
Alan_Mulally_,1223,112
Alastair_Campbell_,2095,556
Albert_Costa_,3830,1559
Alberto_Fujimori_,2337,713
Alberto_Ruiz_Gallardon_,3243,1311
Albrecht_Mentz_,3459,1431
Aldo_Paredes_,2690,947
Alec_Baldwin_,2546,851
Alejandro_Atchugarry_,3309,1358
Alejandro_Avila_,3085,1209
Alejandro_Toledo_,1983,486
Aleksander_Kwasniewski_,1392,178
Alex_Barros_,1999,499
Alex_Penelas_,1662,316
Alex_Sink_,1688,327
Alexander_Downer_,2389,744
Alexander_Losyukov_,1176,102
Alexander_Rumyantsev_,3064,1192
Alexandra_Stevenson_,963,59
Alexandra_Vodjanikova_,2141,583
Ali_Abbas_,3587,1483
Ali_Khamenei_,2271,671
Ali_Naimi_,1470,210
Alice_Fisher_,3611,1498
Alicia_Silverstone_,3879,1579
Alimzhan_Tokhtakhounov_,2076,542
Alison_Lohman_,2426,774
Allen_Iverson_,3500,1448
Allison_Janney_,2318,702
Allyson_Felix_,3232,1303
Alvaro_Noboa_,3035,1176
Alvaro_Silva_Calderon_,3367,1391
Alvaro_Uribe_,2956,1123
Amanda_Beard_,952,55
Amanda_Bynes_,2728,976
Amanda_Coetzer_,1761,353
Amber_Tamblyn_,2938,1114
Amelia_Vega_,3307,1355
Amelie_Mauresmo_,4076,1617
Amer_al-Saadi_,2053,529
Amram_Mitzna_,1376,171
Ana_Guevara_,3727,1540
Ana_Palacio_,1607,289
Anastasia_Myskina_,4278,1649
Anders_Ebbeson_,4013,1606
Anders_Fogh_Rasmussen_,4527,1672
Andre_Agassi_,941,53
Andrei_Mikhnevich_,2470,802
Andrew_Bunner_,1930,443
Andrew_Cuomo_,1813,384
Andrew_Niccol_,2825,1040
Andrew_Weissmann_,2513,833
Andy_Hebb_,1476,214
Andy_Roddick_,4005,1605
Angela_Bassett_,2513,834
Angela_Lansbury_,2151,591
Angela_Merkel_,2325,705
Angelina_Jolie_,1438,199
Angelo_Reyes_,3342,1376
