Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,258,655
Aaron_Sorkin_,470,1052
Abdel_Nasser_Assidi_,657,1291
Abdoulaye_Wade_,408,953
Abdullah_,78,224
Abdullah_Gul_,629,1256
Abdullah_al-Attiyah_,538,1146
Abdullatif_Sener_,731,1366
Abel_Pacheco_,198,527
Abid_Hamid_Mahmud_Al-Tikriti_,525,1125
Adam_Sandler_,172,465
Adam_Scott_,30,88
Adel_Al-Jubeir_,1179,1625
Adolfo_Aguilar_Zinser_,1,1
Adolfo_Rodriguez_Saa_,2,4
Adrian_McPherson_,469,1050
Adrian_Nastase_,1158,1615
Adrien_Brody_,144,397
Ahmad_Masood_,819,1446
Ahmed_Chalabi_,388,914
Ahmet_Necdet_Sezer_,414,965
Ai_Sugiyama_,1135,1607
Aicha_El_Ouafi_,199,530
Aitor_Gonzalez_,3,7
Akbar_Hashemi_Rafsanjani_,575,1203
Akhmed_Zakayev_,481,1064
Al_Davis_,954,1518
Al_Gore_,933,1510
Al_Pacino_,131,359
Al_Sharpton_,1024,1555
Alan_Ball_,275,690
Alan_Greenspan_,1226,1636
Alan_Mulally_,37,109
Alastair_Campbell_,183,492
Albert_Costa_,302,751
Alberto_Fujimori_,703,1337
Alberto_Ruiz_Gallardon_,50,147
Albrecht_Mentz_,52,153
Aldo_Paredes_,412,961
Alec_Baldwin_,443,1017
Alejandro_Atchugarry_,635,1262
Alejandro_Avila_,256,653
Alejandro_Toledo_,349,842
Aleksander_Kwasniewski_,242,625
Alex_Barros_,962,1524
Alex_Penelas_,115,320
Alex_Sink_,246,632
Alexander_Downer_,166,450
Alexander_Losyukov_,427,989
Alexander_Rumyantsev_,291,725
Alexandra_Stevenson_,230,601
Alexandra_Vodjanikova_,1087,1587
Ali_Abbas_,236,615
Ali_Khamenei_,972,1528
Ali_Naimi_,414,966
Alice_Fisher_,245,630
Alicia_Silverstone_,312,765
Alimzhan_Tokhtakhounov_,4,10
Alison_Lohman_,5,13
Allen_Iverson_,350,843
Allison_Janney_,231,603
Allyson_Felix_,324,790
Alvaro_Noboa_,387,912
Alvaro_Silva_Calderon_,233,608
Alvaro_Uribe_,501,1088
Amanda_Beard_,517,1109
Amanda_Bynes_,62,180
Amanda_Coetzer_,274,687
Amber_Tamblyn_,55,161
Amelia_Vega_,640,1269
Amelie_Mauresmo_,845,1466
Amer_al-Saadi_,419,974
Amram_Mitzna_,330,801
Ana_Guevara_,328,797
Ana_Palacio_,569,1191
Anastasia_Myskina_,312,766
Anders_Ebbeson_,1489,1675
Anders_Fogh_Rasmussen_,300,747
Andre_Agassi_,1291,1650
Andrei_Mikhnevich_,616,1246
Andrew_Bunner_,6,16
Andrew_Cuomo_,7,19
Andrew_Niccol_,327,796
Andrew_Weissmann_,8,22
Andy_Hebb_,34,100
Andy_Roddick_,574,1201
Angela_Bassett_,264,668
Angela_Lansbury_,27,79
Angela_Merkel_,46,136
Angelina_Jolie_,438,1009
Angelo_Reyes_,84,239
Anibal_Ibarra_,1057,1574
Ann_Veneman_,122,336
Anna_Kournikova_,394,926
Anna_Nicole_Smith_,463,1044
Anne_Krueger_,383,907
Anne_McLellan_,272,683
