Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,552,1133
Aaron_Sorkin_,1009,1543
Abdel_Nasser_Assidi_,315,756
Abdoulaye_Wade_,813,1416
Abdullah_,224,578
Abdullah_Gul_,301,727
Abdullah_al-Attiyah_,1186,1608
Abdullatif_Sener_,414,931
Abel_Pacheco_,698,1315
Abid_Hamid_Mahmud_Al-Tikriti_,606,1211
Adam_Sandler_,153,407
Adam_Scott_,800,1404
Adel_Al-Jubeir_,689,1307
Adolfo_Aguilar_Zinser_,937,1499
Adolfo_Rodriguez_Saa_,834,1430
Adrian_McPherson_,1216,1622
Adrian_Nastase_,407,922
Adrien_Brody_,241,609
Ahmad_Masood_,1040,1556
Ahmed_Chalabi_,402,911
Ahmet_Necdet_Sezer_,631,1240
Ai_Sugiyama_,201,525
Aicha_El_Ouafi_,645,1257
Aitor_Gonzalez_,202,527
Akbar_Hashemi_Rafsanjani_,1,1
Akhmed_Zakayev_,89,247
Al_Davis_,844,1441
Al_Gore_,1183,1606
Al_Pacino_,57,166
Al_Sharpton_,578,1175
Alan_Ball_,343,808
Alan_Greenspan_,810,1412
Alan_Mulally_,386,886
Alastair_Campbell_,906,1484
Albert_Costa_,1198,1618
Alberto_Fujimori_,828,1426
Alberto_Ruiz_Gallardon_,306,739
Albrecht_Mentz_,597,1201
Aldo_Paredes_,789,1395
Alec_Baldwin_,1062,1563
Alejandro_Atchugarry_,612,1220
Alejandro_Avila_,648,1262
Alejandro_Toledo_,116,318
Aleksander_Kwasniewski_,403,913
Alex_Barros_,2,4
Alex_Penelas_,316,759
Alex_Sink_,584,1184
Alexander_Downer_,172,454
Alexander_Losyukov_,449,983
Alexander_Rumyantsev_,419,940
Alexandra_Stevenson_,692,1311
Alexandra_Vodjanikova_,276,678
Ali_Abbas_,72,208
Ali_Khamenei_,318,760
Ali_Naimi_,426,954
Alice_Fisher_,3,7
Alicia_Silverstone_,379,869
Alimzhan_Tokhtakhounov_,4,10
Alison_Lohman_,477,1027
Allen_Iverson_,387,888
Allison_Janney_,97,269
Allyson_Felix_,1511,1677
Alvaro_Noboa_,114,313
Alvaro_Silva_Calderon_,802,1405
Alvaro_Uribe_,521,1090
Amanda_Beard_,347,815
Amanda_Bynes_,61,178
Amanda_Coetzer_,1096,1578
Amber_Tamblyn_,361,842
Amelia_Vega_,123,336
Amelie_Mauresmo_,1334,1658
Amer_al-Saadi_,174,459
Amram_Mitzna_,325,771
Ana_Guevara_,24,69
Ana_Palacio_,216,558
Anastasia_Myskina_,1046,1558
Anders_Ebbeson_,498,1058
Anders_Fogh_Rasmussen_,837,1432
Andre_Agassi_,264,659
Andrei_Mikhnevich_,842,1439
Andrew_Bunner_,641,1250
Andrew_Cuomo_,5,13
Andrew_Niccol_,650,1264
Andrew_Weissmann_,269,667
Andy_Hebb_,383,878
Andy_Roddick_,310,747
Angela_Bassett_,61,179
Angela_Lansbury_,24,70
Angela_Merkel_,51,148
Angelina_Jolie_,229,590
Angelo_Reyes_,289,705
Anibal_Ibarra_,248,624
Ann_Veneman_,220,567
Anna_Kournikova_,855,1447
Anna_Nicole_Smith_,479,1031
Anne_Krueger_,821,1424
