Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,30,88
Aaron_Sorkin_,1093,1583
Abdel_Nasser_Assidi_,344,807
Abdoulaye_Wade_,585,1180
Abdullah_,649,1263
Abdullah_Gul_,290,705
Abdullah_al-Attiyah_,726,1343
Abdullatif_Sener_,988,1528
Abel_Pacheco_,315,750
Abid_Hamid_Mahmud_Al-Tikriti_,738,1351
Adam_Sandler_,182,469
Adam_Scott_,331,781
Adel_Al-Jubeir_,886,1454
Adolfo_Aguilar_Zinser_,1050,1567
Adolfo_Rodriguez_Saa_,933,1491
Adrian_McPherson_,1282,1646
Adrian_Nastase_,117,321
Adrien_Brody_,388,885
Ahmad_Masood_,356,826
Ahmed_Chalabi_,396,901
Ahmet_Necdet_Sezer_,141,380
Ai_Sugiyama_,108,301
Aicha_El_Ouafi_,946,1497
Aitor_Gonzalez_,997,1536
Akbar_Hashemi_Rafsanjani_,240,595
Akhmed_Zakayev_,76,220
Al_Davis_,970,1511
Al_Gore_,342,802
Al_Pacino_,20,58
Al_Sharpton_,767,1376
Alan_Ball_,53,156
Alan_Greenspan_,749,1364
Alan_Mulally_,200,509
Alastair_Campbell_,932,1490
Albert_Costa_,986,1527
Alberto_Fujimori_,863,1443
Alberto_Ruiz_Gallardon_,298,718
Albrecht_Mentz_,351,817
Aldo_Paredes_,456,1002
Alec_Baldwin_,640,1256
Alejandro_Atchugarry_,76,221
Alejandro_Avila_,446,991
Alejandro_Toledo_,467,1020
Aleksander_Kwasniewski_,429,961
Alex_Barros_,361,835
Alex_Penelas_,312,745
Alex_Sink_,596,1199
Alexander_Downer_,170,447
Alexander_Losyukov_,444,988
Alexander_Rumyantsev_,418,943
Alexandra_Stevenson_,228,568
Alexandra_Vodjanikova_,365,842
Ali_Abbas_,370,854
Ali_Khamenei_,1006,1541
Ali_Naimi_,426,957
Alice_Fisher_,33,97
Alicia_Silverstone_,410,929
Alimzhan_Tokhtakhounov_,567,1153
Alison_Lohman_,333,785
Allen_Iverson_,1293,1650
Allison_Janney_,1000,1539
Allyson_Felix_,773,1384
Alvaro_Noboa_,395,898
Alvaro_Silva_Calderon_,556,1139
Alvaro_Uribe_,520,1095
Amanda_Beard_,172,450
Amanda_Bynes_,63,185
Amanda_Coetzer_,1183,1622
Amber_Tamblyn_,48,141
Amelia_Vega_,364,840
Amelie_Mauresmo_,355,825
Amer_al-Saadi_,473,1030
Amram_Mitzna_,41,121
Ana_Guevara_,38,112
Ana_Palacio_,207,524
Anastasia_Myskina_,504,1073
Anders_Ebbeson_,1027,1557
Anders_Fogh_Rasmussen_,377,863
Andre_Agassi_,542,1123
Andrei_Mikhnevich_,167,440
Andrew_Bunner_,410,930
Andrew_Cuomo_,172,451
Andrew_Niccol_,637,1251
Andrew_Weissmann_,133,362
Andy_Hebb_,374,860
Andy_Roddick_,444,989
Angela_Bassett_,625,1234
Angela_Lansbury_,17,49
Angela_Merkel_,52,153
Angelina_Jolie_,338,796
Angelo_Reyes_,265,646
Anibal_Ibarra_,195,498
Ann_Veneman_,310,740
Anna_Kournikova_,301,723
Anna_Nicole_Smith_,56,165
Anne_Krueger_,23,67
Anne_McLellan_,267,649
