Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,3746,1534
Aaron_Sorkin_,2744,1016
Abdel_Nasser_Assidi_,2414,770
Abdoulaye_Wade_,3669,1512
Abdullah_,1247,113
Abdullah_Gul_,2916,1139
Abdullah_al-Attiyah_,3957,1587
Abdullatif_Sener_,3685,1518
Abel_Pacheco_,2894,1123
Abid_Hamid_Mahmud_Al-Tikriti_,3764,1541
Adam_Sandler_,2615,927
Adam_Scott_,2951,1160
Adel_Al-Jubeir_,2728,1011
Adolfo_Aguilar_Zinser_,1928,437
Adolfo_Rodriguez_Saa_,2675,981
Adrian_McPherson_,3343,1373
Adrian_Nastase_,2502,845
Adrien_Brody_,2159,586
Ahmad_Masood_,970,46
Ahmed_Chalabi_,1217,104
Ahmet_Necdet_Sezer_,3033,1214
Ai_Sugiyama_,2760,1034
Aicha_El_Ouafi_,1963,460
Aitor_Gonzalez_,3727,1529
Akbar_Hashemi_Rafsanjani_,1818,368
Akhmed_Zakayev_,2886,1121
Al_Davis_,3003,1196
Al_Gore_,3504,1441
Al_Pacino_,3234,1328
Alan_Ball_,2330,702
Alan_Greenspan_,2749,1020
Alan_Mulally_,2497,842
Alastair_Campbell_,3780,1547
Albert_Costa_,3883,1575
Alberto_Fujimori_,2483,835
Alberto_Ruiz_Gallardon_,1493,198
Albrecht_Mentz_,3378,1390
Aldo_Paredes_,1566,240
Alec_Baldwin_,2516,859
Alejandro_Atchugarry_,1900,424
Alejandro_Avila_,1763,336
Alejandro_Toledo_,2823,1080
Aleksander_Kwasniewski_,4307,1645
Alex_Barros_,746,21
Alex_Penelas_,1588,250
Alex_Sink_,3506,1444
Alexander_Downer_,2426,789
Alexander_Losyukov_,2132,575
Alexander_Rumyantsev_,3017,1205
Alexandra_Stevenson_,3643,1505
Alexandra_Vodjanikova_,3203,1316
Ali_Abbas_,2091,544
Ali_Khamenei_,3535,1454
Ali_Naimi_,2638,951
Alice_Fisher_,2162,590
Alicia_Silverstone_,3235,1329
Alimzhan_Tokhtakhounov_,2357,728
Alison_Lohman_,3139,1283
Allen_Iverson_,3395,1397
Allison_Janney_,2799,1067
Allyson_Felix_,2639,952
Alvaro_Noboa_,1188,95
Alvaro_Silva_Calderon_,1510,214
Alvaro_Uribe_,1691,306
Amanda_Beard_,2754,1025
Amanda_Bynes_,1503,203
Amanda_Coetzer_,3318,1360
Amber_Tamblyn_,1868,399
Amelia_Vega_,1030,58
Amelie_Mauresmo_,4521,1668
Amer_al-Saadi_,1294,129
Amram_Mitzna_,2499,844
Ana_Guevara_,3044,1221
Ana_Palacio_,2245,643
Anastasia_Myskina_,4170,1625
Anders_Ebbeson_,2273,662
Anders_Fogh_Rasmussen_,1891,419
Andre_Agassi_,2935,1151
Andrei_Mikhnevich_,2137,576
Andrew_Bunner_,2261,648
Andrew_Cuomo_,2128,570
Andrew_Niccol_,3249,1332
Andrew_Weissmann_,3232,1326
Andy_Hebb_,3231,1325
Andy_Roddick_,3614,1487
Angela_Bassett_,2090,543
Angela_Lansbury_,1405,169
Angela_Merkel_,1029,57
Angelina_Jolie_,2286,669
Angelo_Reyes_,3925,1579
Anibal_Ibarra_,3802,1556
