Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1036,49
Aaron_Sorkin_,1216,96
Abdel_Nasser_Assidi_,3909,1591
Abdoulaye_Wade_,2682,969
Abdullah_,2017,479
Abdullah_Gul_,2723,999
Abdullah_al-Attiyah_,1811,337
Abdullatif_Sener_,2807,1068
Abel_Pacheco_,2230,624
Abid_Hamid_Mahmud_Al-Tikriti_,1981,444
Adam_Sandler_,3245,1335
Adam_Scott_,2992,1201
Adel_Al-Jubeir_,3278,1353
Adolfo_Aguilar_Zinser_,2056,505
Adolfo_Rodriguez_Saa_,1573,225
Adrian_McPherson_,3045,1234
Adrian_Nastase_,2316,701
Adrien_Brody_,3334,1391
Ahmad_Masood_,4413,1663
Ahmed_Chalabi_,3297,1362
Ahmet_Necdet_Sezer_,2950,1176
Ai_Sugiyama_,3463,1453
Aicha_El_Ouafi_,2987,1196
Aitor_Gonzalez_,3841,1578
Akbar_Hashemi_Rafsanjani_,2248,639
Akhmed_Zakayev_,2003,465
Al_Davis_,2498,840
Al_Gore_,2833,1085
Al_Pacino_,2609,915
Al_Sharpton_,4347,1658
Alan_Ball_,2389,761
Alan_Greenspan_,2419,785
Alan_Mulally_,2001,463
Alastair_Campbell_,2271,660
Albert_Costa_,2901,1148
Alberto_Fujimori_,1778,322
Alberto_Ruiz_Gallardon_,1821,346
Albrecht_Mentz_,1584,232
Aldo_Paredes_,3534,1481
Alec_Baldwin_,1870,375
Alejandro_Atchugarry_,2251,641
Alejandro_Avila_,2338,721
Alejandro_Toledo_,3104,1271
Aleksander_Kwasniewski_,1580,228
Alex_Barros_,4115,1625
Alex_Penelas_,1820,344
Alex_Sink_,1674,273
Alexander_Downer_,1806,334
Alexander_Losyukov_,3061,1247
Alexander_Rumyantsev_,1921,403
Alexandra_Stevenson_,2234,627
Alexandra_Vodjanikova_,2383,758
Ali_Abbas_,1544,212
Ali_Khamenei_,2185,597
Ali_Naimi_,1889,385
Alice_Fisher_,2614,921
Alicia_Silverstone_,1969,437
Alimzhan_Tokhtakhounov_,1667,267
Alison_Lohman_,2783,1053
Allen_Iverson_,3454,1450
Allison_Janney_,1476,186
Allyson_Felix_,3182,1310
Alvaro_Noboa_,2095,539
Alvaro_Silva_Calderon_,3069,1252
Alvaro_Uribe_,2403,775
Amanda_Beard_,1075,55
Amanda_Bynes_,2215,616
Amanda_Coetzer_,1559,219
Amber_Tamblyn_,1483,188
Amelia_Vega_,2991,1200
Amelie_Mauresmo_,2178,590
Amer_al-Saadi_,2794,1063
Amram_Mitzna_,2298,680
Ana_Guevara_,3062,1249
Ana_Palacio_,2419,786
Anastasia_Myskina_,2591,906
Anders_Ebbeson_,3854,1580
Anders_Fogh_Rasmussen_,2128,560
Andre_Agassi_,1940,417
Andrei_Mikhnevich_,2147,569
Andrew_Bunner_,1717,289
Andrew_Cuomo_,2550,873
Andrew_Niccol_,1881,379
Andrew_Weissmann_,2579,890
Andy_Hebb_,2260,649
Andy_Roddick_,3010,1213
Angela_Bassett_,2983,1194
Angela_Lansbury_,363,1
Angela_Merkel_,1458,175
Angelina_Jolie_,3186,1314
Angelo_Reyes_,3063,1250
