Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1725,298
Aaron_Sorkin_,1359,156
Abdel_Nasser_Assidi_,3520,1483
Abdoulaye_Wade_,4015,1610
Abdullah_,2518,836
Abdullah_Gul_,2169,589
Abdullah_al-Attiyah_,3632,1512
Abdullatif_Sener_,3246,1346
Abel_Pacheco_,3062,1216
Abid_Hamid_Mahmud_Al-Tikriti_,4402,1662
Adam_Sandler_,1798,340
Adam_Scott_,2802,1039
Adel_Al-Jubeir_,3178,1295
Adolfo_Aguilar_Zinser_,1470,200
Adolfo_Rodriguez_Saa_,2092,541
Adrian_McPherson_,4193,1639
Adrian_Nastase_,2253,661
Adrien_Brody_,1490,215
Ahmad_Masood_,2797,1034
Ahmed_Chalabi_,2068,520
Ahmet_Necdet_Sezer_,2683,948
Ai_Sugiyama_,2840,1069
Aicha_El_Ouafi_,4151,1633
Aitor_Gonzalez_,4165,1635
Akbar_Hashemi_Rafsanjani_,2296,684
Akhmed_Zakayev_,2000,473
Al_Davis_,3279,1362
Al_Gore_,3678,1525
Al_Pacino_,2713,976
Al_Sharpton_,2703,966
Alan_Ball_,1994,470
Alan_Greenspan_,3690,1531
Alan_Mulally_,1826,361
Alastair_Campbell_,3164,1288
Albert_Costa_,4382,1655
Alberto_Fujimori_,2472,795
Alberto_Ruiz_Gallardon_,2107,549
Albrecht_Mentz_,3192,1307
Aldo_Paredes_,1968,444
Alec_Baldwin_,3191,1306
Alejandro_Atchugarry_,3503,1472
Alejandro_Avila_,3128,1268
Alejandro_Toledo_,2658,930
Aleksander_Kwasniewski_,2791,1031
Alex_Barros_,2301,686
Alex_Penelas_,2690,953
Alex_Sink_,2197,613
Alexander_Downer_,2555,857
Alexander_Losyukov_,2242,652
Alexander_Rumyantsev_,3092,1234
Alexandra_Stevenson_,2001,476
Alexandra_Vodjanikova_,3320,1376
Ali_Abbas_,3184,1300
Ali_Khamenei_,1399,164
Ali_Naimi_,2805,1040
Alice_Fisher_,1793,338
Alicia_Silverstone_,2985,1167
Alimzhan_Tokhtakhounov_,2361,723
Alison_Lohman_,872,40
Allen_Iverson_,2448,776
Allison_Janney_,3021,1191
Allyson_Felix_,2293,682
Alvaro_Noboa_,2512,832
Alvaro_Silva_Calderon_,2859,1086
Alvaro_Uribe_,3414,1430
Amanda_Beard_,2110,554
Amanda_Bynes_,1696,288
Amanda_Coetzer_,3475,1459
Amber_Tamblyn_,2777,1017
Amelia_Vega_,3577,1494
Amelie_Mauresmo_,2875,1097
Amer_al-Saadi_,2899,1114
Amram_Mitzna_,2918,1127
Ana_Guevara_,2854,1077
Ana_Palacio_,1010,68
Anastasia_Myskina_,2084,532
Anders_Ebbeson_,3429,1440
Anders_Fogh_Rasmussen_,2530,845
Andre_Agassi_,1909,410
Andrei_Mikhnevich_,2603,893
Andrew_Bunner_,2241,649
Andrew_Cuomo_,2651,923
Andrew_Niccol_,3009,1184
Andrew_Weissmann_,3423,1436
Andy_Hebb_,858,37
Andy_Roddick_,3141,1273
Angela_Bassett_,1952,435
Angela_Lansbury_,2856,1079
Angela_Merkel_,1759,316
Angelina_Jolie_,1719,295
Angelo_Reyes_,3558,1490
