Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,101615,288
Aaron_Sorkin_,102327,293
Abdel_Nasser_Assidi_,150214,1473
Abdoulaye_Wade_,125139,834
Abdullah_,137779,1207
Abdullah_Gul_,148919,1452
Abdullah_al-Attiyah_,124277,809
Abdullatif_Sener_,152987,1508
Abel_Pacheco_,126435,880
Abid_Hamid_Mahmud_Al-Tikriti_,137347,1193
Adam_Sandler_,99794.4,251
Adam_Scott_,115558,550
Adel_Al-Jubeir_,142009,1308
Adolfo_Aguilar_Zinser_,105390,347
Adolfo_Rodriguez_Saa_,150032,1469
Adrian_McPherson_,133987,1101
Adrian_Nastase_,112796,488
Adrien_Brody_,93304,187
Ahmad_Masood_,140923,1285
Ahmed_Chalabi_,137406,1197
Ahmet_Necdet_Sezer_,128277,924
Ai_Sugiyama_,148499,1443
Aicha_El_Ouafi_,135785,1148
Aitor_Gonzalez_,135571,1142
Akbar_Hashemi_Rafsanjani_,112295,478
Akhmed_Zakayev_,131853,1035
Al_Davis_,116613,583
Al_Gore_,126390,875
Al_Pacino_,130299,983
Al_Sharpton_,101327,283
Alan_Ball_,0,1
Alan_Greenspan_,156086,1546
Alan_Mulally_,112118,475
Alastair_Campbell_,136255,1156
Albert_Costa_,139372,1245
Alberto_Fujimori_,104384,329
Alberto_Ruiz_Gallardon_,0,2
Albrecht_Mentz_,140081,1263
Aldo_Paredes_,103572,316
Alec_Baldwin_,122013,743
Alejandro_Atchugarry_,157543,1555
Alejandro_Avila_,128178,919
Alejandro_Toledo_,111509,458
Aleksander_Kwasniewski_,136999,1180
Alex_Barros_,150374,1475
Alex_Penelas_,159629,1580
Alex_Sink_,123997,798
Alexander_Downer_,120019,680
Alexander_Losyukov_,156888,1551
Alexander_Rumyantsev_,149267,1460
Alexandra_Stevenson_,107207,370
Alexandra_Vodjanikova_,133161,1080
Ali_Abbas_,146208,1405
Ali_Khamenei_,0,3
Ali_Naimi_,135435,1137
Alice_Fisher_,91008,166
Alicia_Silverstone_,111281,451
Alimzhan_Tokhtakhounov_,118114,622
Alison_Lohman_,0,4
Allen_Iverson_,118127,623
Allison_Janney_,143034,1336
Allyson_Felix_,114707,524
Alvaro_Noboa_,131806,1031
Alvaro_Silva_Calderon_,128183,920
Alvaro_Uribe_,169390,1649
Amanda_Beard_,158624,1566
Amanda_Bynes_,98193.5,238
Amanda_Coetzer_,140844,1284
Amber_Tamblyn_,154534,1528
Amelia_Vega_,147184,1423
Amelie_Mauresmo_,127195,898
Amer_al-Saadi_,128679,933
Amram_Mitzna_,0,5
Ana_Guevara_,142902,1331
Ana_Palacio_,114049,508
Anastasia_Myskina_,97632,232
Anders_Ebbeson_,177948,1672
Anders_Fogh_Rasmussen_,139963,1258
Andre_Agassi_,111872,467
Andrei_Mikhnevich_,130289,982
Andrew_Bunner_,127138,896
Andrew_Cuomo_,133463,1088
Andrew_Niccol_,146067,1401
Andrew_Weissmann_,135584,1143
Andy_Hebb_,100167,258
Andy_Roddick_,135115,1127
Angela_Bassett_,87079.5,136
Angela_Lansbury_,148573,1444
Angela_Merkel_,114362,516
Angelina_Jolie_,109209,401
Angelo_Reyes_,131910,1041
