Name,Highest Rank,Fused Ranks
,,
,,
Aaron_Peirsol_,424,958
Aaron_Sorkin_,869,1488
Abdel_Nasser_Assidi_,1,1
Abdoulaye_Wade_,563,1183
Abdullah_,221,575
Abdullah_Gul_,527,1136
Abdullah_al-Attiyah_,430,968
Abdullatif_Sener_,999,1573
Abel_Pacheco_,147,398
Abid_Hamid_Mahmud_Al-Tikriti_,547,1163
Adam_Sandler_,448,997
Adam_Scott_,352,842
Adel_Al-Jubeir_,506,1101
Adolfo_Aguilar_Zinser_,107,299
Adolfo_Rodriguez_Saa_,394,911
Adrian_McPherson_,371,876
Adrian_Nastase_,2,4
Adrien_Brody_,610,1236
Ahmad_Masood_,1437,1674
Ahmed_Chalabi_,405,931
Ahmet_Necdet_Sezer_,440,983
Ai_Sugiyama_,981,1565
Aicha_El_Ouafi_,66,192
Aitor_Gonzalez_,1385,1666
Akbar_Hashemi_Rafsanjani_,253,643
Akhmed_Zakayev_,804,1444
Al_Davis_,993,1570
Al_Gore_,233,604
Al_Pacino_,334,808
Al_Sharpton_,1356,1663
Alan_Ball_,380,888
Alan_Greenspan_,1259,1651
Alan_Mulally_,224,584
Alastair_Campbell_,264,670
Albert_Costa_,115,319
Alberto_Fujimori_,862,1484
Alberto_Ruiz_Gallardon_,306,759
Albrecht_Mentz_,502,1094
Aldo_Paredes_,465,1030
Alec_Baldwin_,1078,1607
Alejandro_Atchugarry_,650,1277
Alejandro_Avila_,530,1141
Alejandro_Toledo_,118,326
Aleksander_Kwasniewski_,64,186
Alex_Barros_,368,872
Alex_Penelas_,187,494
Alex_Sink_,593,1221
Alexander_Downer_,298,741
Alexander_Losyukov_,454,1012
Alexander_Rumyantsev_,322,789
Alexandra_Stevenson_,658,1290
Alexandra_Vodjanikova_,984,1566
Ali_Abbas_,308,763
Ali_Khamenei_,1032,1587
Ali_Naimi_,189,498
Alice_Fisher_,273,688
Alicia_Silverstone_,90,255
Alimzhan_Tokhtakhounov_,330,801
Alison_Lohman_,132,359
Allen_Iverson_,939,1543
Allison_Janney_,420,950
Allyson_Felix_,162,435
Alvaro_Noboa_,404,929
Alvaro_Silva_Calderon_,496,1082
Alvaro_Uribe_,80,228
Amanda_Beard_,541,1154
Amanda_Bynes_,58,169
Amanda_Coetzer_,913,1527
Amber_Tamblyn_,58,170
Amelia_Vega_,152,409
Amelie_Mauresmo_,435,977
Amer_al-Saadi_,1099,1619
Amram_Mitzna_,210,550
Ana_Guevara_,176,465
Ana_Palacio_,4,10
Anastasia_Myskina_,895,1510
Anders_Ebbeson_,1397,1670
Anders_Fogh_Rasmussen_,541,1155
Andre_Agassi_,700,1344
Andrei_Mikhnevich_,1035,1588
Andrew_Bunner_,192,507
Andrew_Cuomo_,26,75
Andrew_Niccol_,207,543
Andrew_Weissmann_,236,610
Andy_Hebb_,385,896
Andy_Roddick_,1000,1574
Angela_Bassett_,159,428
Angela_Lansbury_,499,1087
Angela_Merkel_,50,147
Angelina_Jolie_,678,1312
Angelo_Reyes_,39,114
Anibal_Ibarra_,517,1120
Ann_Veneman_,317,779
Anna_Kournikova_,1199,1645
Anna_Nicole_Smith_,481,1062
Anne_Krueger_,70,204
