Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,136208,1179
Aaron_Sorkin_,114023,470
Abdel_Nasser_Assidi_,128267,922
Abdoulaye_Wade_,146537,1447
Abdullah_,165020,1640
Abdullah_Gul_,74982,43
Abdullah_al-Attiyah_,95593.5,146
Abdullatif_Sener_,95707.5,150
Abel_Pacheco_,169142,1651
Abid_Hamid_Mahmud_Al-Tikriti_,122589,717
Adam_Sandler_,63088,32
Adam_Scott_,126561,851
Adel_Al-Jubeir_,125798,836
Adolfo_Aguilar_Zinser_,144623,1395
Adolfo_Rodriguez_Saa_,139477,1271
Adrian_McPherson_,127000,868
Adrian_Nastase_,126134,843
Adrien_Brody_,97415,170
Ahmad_Masood_,117568,557
Ahmed_Chalabi_,129176,951
Ahmet_Necdet_Sezer_,113467,454
Ai_Sugiyama_,122426,709
Aicha_El_Ouafi_,99710.7,197
Aitor_Gonzalez_,92979,119
Akbar_Hashemi_Rafsanjani_,79013.5,56
Akhmed_Zakayev_,137010,1205
Al_Davis_,102911,243
Al_Gore_,124892,805
Al_Pacino_,142740,1349
Al_Sharpton_,116686,531
Alan_Ball_,113076,448
Alan_Greenspan_,158693,1605
Alan_Mulally_,69398,36
Alastair_Campbell_,128932,944
Albert_Costa_,118420,587
Alberto_Fujimori_,141533,1325
Alberto_Ruiz_Gallardon_,144485,1391
Albrecht_Mentz_,141601,1328
Aldo_Paredes_,129079,947
Alec_Baldwin_,138529,1246
Alejandro_Atchugarry_,138612,1249
Alejandro_Avila_,151941,1530
Alejandro_Toledo_,126619,855
Aleksander_Kwasniewski_,139109,1260
Alex_Barros_,150987,1514
Alex_Penelas_,124063,774
Alex_Sink_,149644,1496
Alexander_Downer_,115889,513
Alexander_Losyukov_,104875,264
Alexander_Rumyantsev_,114915,496
Alexandra_Stevenson_,111504,406
Alexandra_Vodjanikova_,138994,1258
Ali_Abbas_,91917.5,112
Ali_Khamenei_,156394,1578
Ali_Naimi_,112636,435
Alice_Fisher_,0,1
Alicia_Silverstone_,117984,570
Alimzhan_Tokhtakhounov_,95609,148
Alison_Lohman_,124165,777
Allen_Iverson_,114350,477
Allison_Janney_,106131,288
Allyson_Felix_,142777,1351
Alvaro_Noboa_,129227,953
Alvaro_Silva_Calderon_,147438,1466
Alvaro_Uribe_,107297,310
Amanda_Beard_,128907,942
Amanda_Bynes_,109670,368
Amanda_Coetzer_,97594,172
Amber_Tamblyn_,134364,1127
Amelia_Vega_,149997,1500
Amelie_Mauresmo_,122953,729
Amer_al-Saadi_,117583,558
Amram_Mitzna_,127824,899
Ana_Guevara_,114495,483
Ana_Palacio_,142600,1345
Anastasia_Myskina_,125959,839
Anders_Ebbeson_,146178,1438
Anders_Fogh_Rasmussen_,134981,1143
Andre_Agassi_,152794,1544
Andrei_Mikhnevich_,82987,68
Andrew_Bunner_,0,2
Andrew_Cuomo_,110457,382
Andrew_Niccol_,129297,960
Andrew_Weissmann_,116873,539
Andy_Hebb_,134616,1137
Andy_Roddick_,124279,783
Angela_Bassett_,122797,723
Angela_Lansbury_,88716.5,90
Angela_Merkel_,129763,981
Angelina_Jolie_,135201,1148
Angelo_Reyes_,104319,254
