Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1976,472
Aaron_Sorkin_,3913,1572
Abdel_Nasser_Assidi_,2049,520
Abdoulaye_Wade_,4041,1600
Abdullah_,3758,1530
Abdullah_Gul_,3355,1370
Abdullah_al-Attiyah_,3871,1567
Abdullatif_Sener_,3239,1313
Abel_Pacheco_,2186,609
Abid_Hamid_Mahmud_Al-Tikriti_,2772,1026
Adam_Sandler_,1412,197
Adam_Scott_,3481,1434
Adel_Al-Jubeir_,3600,1487
Adolfo_Aguilar_Zinser_,1868,398
Adolfo_Rodriguez_Saa_,2856,1080
Adrian_McPherson_,3779,1538
Adrian_Nastase_,3405,1403
Adrien_Brody_,2129,578
Ahmad_Masood_,2340,719
Ahmed_Chalabi_,3363,1373
Ahmet_Necdet_Sezer_,1336,169
Ai_Sugiyama_,2016,498
Aicha_El_Ouafi_,2902,1104
Aitor_Gonzalez_,3263,1326
Akbar_Hashemi_Rafsanjani_,1899,418
Akhmed_Zakayev_,1901,419
Al_Davis_,3495,1445
Al_Gore_,3972,1583
Al_Pacino_,1664,302
Al_Sharpton_,3141,1250
Alan_Ball_,2571,889
Alan_Greenspan_,2810,1047
Alan_Mulally_,820,47
Alastair_Campbell_,2223,633
Albert_Costa_,3331,1354
Alberto_Fujimori_,2162,598
Alberto_Ruiz_Gallardon_,1122,101
Albrecht_Mentz_,2184,606
Aldo_Paredes_,2302,691
Alec_Baldwin_,1643,292
Alejandro_Atchugarry_,2826,1065
Alejandro_Avila_,2527,847
Alejandro_Toledo_,2533,853
Aleksander_Kwasniewski_,2697,974
Alex_Barros_,3501,1449
Alex_Penelas_,1183,123
Alex_Sink_,2853,1079
Alexander_Downer_,1943,450
Alexander_Losyukov_,1996,488
Alexander_Rumyantsev_,1883,409
Alexandra_Stevenson_,2114,567
Alexandra_Vodjanikova_,2483,821
Ali_Abbas_,1898,417
Ali_Khamenei_,3219,1294
Ali_Naimi_,2023,501
Alice_Fisher_,2839,1071
Alicia_Silverstone_,3193,1273
Alimzhan_Tokhtakhounov_,1135,105
Alison_Lohman_,2559,871
Allen_Iverson_,1995,485
Allison_Janney_,1283,150
Allyson_Felix_,4526,1665
Alvaro_Noboa_,1365,181
Alvaro_Silva_Calderon_,2120,571
Alvaro_Uribe_,1877,404
Amanda_Beard_,2141,584
Amanda_Bynes_,1600,266
Amanda_Coetzer_,1875,402
Amber_Tamblyn_,809,43
Amelia_Vega_,847,50
Amelie_Mauresmo_,2265,662
Amer_al-Saadi_,2622,924
Amram_Mitzna_,3086,1209
Ana_Guevara_,2181,604
Ana_Palacio_,2602,910
Anastasia_Myskina_,4201,1619
Anders_Ebbeson_,4429,1658
Anders_Fogh_Rasmussen_,2280,674
Andre_Agassi_,3378,1386
Andrei_Mikhnevich_,1886,412
Andrew_Bunner_,3458,1421
Andrew_Cuomo_,628,18
Andrew_Niccol_,715,28
Andrew_Weissmann_,3466,1428
Andy_Hebb_,1226,134
Andy_Roddick_,2406,757
Angela_Bassett_,2789,1037
Angela_Lansbury_,1123,102
Angela_Merkel_,2491,826
Angelina_Jolie_,2348,722
Angelo_Reyes_,2320,705
Anibal_Ibarra_,2317,703
