Name,Scores,Fused Ranks
,,,
,,,
Aaron_Peirsol_,1667,314
Aaron_Sorkin_,2466,814
Abdel_Nasser_Assidi_,3475,1416
Abdoulaye_Wade_,3027,1181
Abdullah_,4035,1584
Abdullah_Gul_,2631,927
Abdullah_al-Attiyah_,3498,1423
Abdullatif_Sener_,1296,151
Abel_Pacheco_,2977,1147
Abid_Hamid_Mahmud_Al-Tikriti_,3152,1246
Adam_Sandler_,3708,1498
Adam_Scott_,2927,1122
Adel_Al-Jubeir_,2771,1020
Adolfo_Aguilar_Zinser_,3247,1314
Adolfo_Rodriguez_Saa_,3725,1503
Adrian_McPherson_,3108,1225
Adrian_Nastase_,1762,364
Adrien_Brody_,2879,1091
Ahmad_Masood_,4428,1654
Ahmed_Chalabi_,2983,1150
Ahmet_Necdet_Sezer_,2530,861
Ai_Sugiyama_,3821,1536
Aicha_El_Ouafi_,2789,1035
Aitor_Gonzalez_,4636,1673
Akbar_Hashemi_Rafsanjani_,1746,353
Akhmed_Zakayev_,1237,132
Al_Davis_,1945,475
Al_Gore_,2697,970
Al_Pacino_,1879,430
Al_Sharpton_,2897,1109
Alan_Ball_,1496,238
Alan_Greenspan_,4102,1603
Alan_Mulally_,1469,223
Alastair_Campbell_,2627,922
Albert_Costa_,3264,1323
Alberto_Fujimori_,2933,1127
Alberto_Ruiz_Gallardon_,2150,605
Albrecht_Mentz_,2813,1054
Aldo_Paredes_,3050,1194
Alec_Baldwin_,3022,1176
Alejandro_Atchugarry_,2929,1124
Alejandro_Avila_,3024,1178
Alejandro_Toledo_,1353,170
Aleksander_Kwasniewski_,1450,217
Alex_Barros_,1821,396
Alex_Penelas_,892,48
Alex_Sink_,3397,1387
Alexander_Downer_,634,12
Alexander_Losyukov_,2983,1151
Alexander_Rumyantsev_,914,50
Alexandra_Stevenson_,3685,1491
Alexandra_Vodjanikova_,3462,1410
Ali_Abbas_,1790,379
Ali_Khamenei_,3812,1535
Ali_Naimi_,808,37
Alice_Fisher_,2440,793
Alicia_Silverstone_,2073,554
Alimzhan_Tokhtakhounov_,2515,851
Alison_Lohman_,3384,1383
Allen_Iverson_,3581,1451
Allison_Janney_,2623,918
Allyson_Felix_,3651,1482
Alvaro_Noboa_,2575,892
Alvaro_Silva_Calderon_,3768,1520
Alvaro_Uribe_,2592,901
Amanda_Beard_,2647,938
Amanda_Bynes_,2167,613
Amanda_Coetzer_,2974,1146
Amber_Tamblyn_,2146,598
Amelia_Vega_,2492,839
Amelie_Mauresmo_,2009,519
Amer_al-Saadi_,2575,893
Amram_Mitzna_,1065,87
Ana_Guevara_,3727,1504
Ana_Palacio_,2833,1068
Anastasia_Myskina_,2478,823
Anders_Ebbeson_,4833,1679
Anders_Fogh_Rasmussen_,3196,1277
Andre_Agassi_,2481,826
Andrei_Mikhnevich_,2251,666
Andrew_Bunner_,2261,677
Andrew_Cuomo_,1081,96
Andrew_Niccol_,1518,247
Andrew_Weissmann_,2863,1083
Andy_Hebb_,2430,789
Andy_Roddick_,3509,1427
Angela_Bassett_,2793,1038
Angela_Lansbury_,996,74
Angela_Merkel_,2387,749
Angelina_Jolie_,2649,942
Angelo_Reyes_,2393,756
