Name,Scores,Sift Ranks
,,,
,,,
Aaron_Peirsol_,107272,279
Aaron_Sorkin_,131224,878
Abdel_Nasser_Assidi_,68443,75
Abdoulaye_Wade_,124406,677
Abdullah_,131372,882
Abdullah_Gul_,162261,1583
Abdullah_al-Attiyah_,137126,1073
Abdullatif_Sener_,112944,373
Abel_Pacheco_,102847,216
Abid_Hamid_Mahmud_Al-Tikriti_,82220,98
Adam_Sandler_,106905,271
Adam_Scott_,113492,394
Adel_Al-Jubeir_,129491,823
Adolfo_Aguilar_Zinser_,160866,1569
Adolfo_Rodriguez_Saa_,132446,921
Adrian_McPherson_,154901,1495
Adrian_Nastase_,149050,1395
Adrien_Brody_,139917,1160
Ahmad_Masood_,0,1
Ahmed_Chalabi_,167761,1627
Ahmet_Necdet_Sezer_,107576,287
Ai_Sugiyama_,150363,1424
Aicha_El_Ouafi_,125758,726
Aitor_Gonzalez_,148128,1370
Akbar_Hashemi_Rafsanjani_,121780,604
Akhmed_Zakayev_,137364,1085
Al_Davis_,116051,456
Al_Gore_,145476,1310
Al_Pacino_,137029,1072
Al_Sharpton_,117076,484
Alan_Ball_,128595,801
Alan_Greenspan_,103237,219
Alan_Mulally_,115721,448
Alastair_Campbell_,147547,1352
Albert_Costa_,165750,1612
Alberto_Fujimori_,134464,998
Alberto_Ruiz_Gallardon_,138523,1110
Albrecht_Mentz_,116988,482
Aldo_Paredes_,114130,411
Alec_Baldwin_,133051,944
Alejandro_Atchugarry_,132394,917
Alejandro_Avila_,124984,699
Alejandro_Toledo_,177372,1663
Aleksander_Kwasniewski_,158738,1546
Alex_Barros_,127083,761
Alex_Penelas_,107402,284
Alex_Sink_,133051,943
Alexander_Downer_,112788,368
Alexander_Losyukov_,148819,1389
Alexander_Rumyantsev_,109023,310
Alexandra_Stevenson_,138551,1113
Alexandra_Vodjanikova_,108669,302
Ali_Abbas_,128477,794
Ali_Khamenei_,125518,717
Ali_Naimi_,152147,1455
Alice_Fisher_,152379,1457
Alicia_Silverstone_,119540,548
Alimzhan_Tokhtakhounov_,113767,399
Alison_Lohman_,121893,611
Allen_Iverson_,142612,1236
Allison_Janney_,133927,978
Allyson_Felix_,144256,1276
Alvaro_Noboa_,0,2
Alvaro_Silva_Calderon_,108105,294
Alvaro_Uribe_,100539,184
Amanda_Beard_,108579,300
Amanda_Bynes_,97283,166
Amanda_Coetzer_,136505,1056
Amber_Tamblyn_,106118,258
Amelia_Vega_,104771,242
Amelie_Mauresmo_,183950,1674
Amer_al-Saadi_,114732,420
Amram_Mitzna_,154477,1490
Ana_Guevara_,117463,490
Ana_Palacio_,125438,714
Anastasia_Myskina_,169240,1636
Anders_Ebbeson_,119282,541
Anders_Fogh_Rasmussen_,150954,1436
Andre_Agassi_,123843,661
Andrei_Mikhnevich_,149997,1414
Andrew_Bunner_,154973,1498
Andrew_Cuomo_,140392,1175
Andrew_Niccol_,161309,1577
Andrew_Weissmann_,139126,1134
Andy_Hebb_,155772,1507
Andy_Roddick_,139531,1151
Angela_Bassett_,144635,1290
Angela_Lansbury_,118364,517
Angela_Merkel_,129496,824
Angelina_Jolie_,131404,883
Angelo_Reyes_,109666,319
